route_id;station_from;station_to;Avg-cost
2144;963008;932705;18176
2145;966701;925701;19591
2146;963008;920708;19945
2147;963008;923903;19237
2148;963008;923800;19237
2149;963008;923706;19237
2150;963008;923509;19591
2151;963008;923104;19237
2152;963008;922703;19237
2153;963008;932902;18176
2154;963008;921202;19945
2155;963008;924605;18883
2156;963008;920203;20652
2157;963008;920002;19945
2158;963008;904404;15155
2159;963008;903401;16091
2160;963008;903204;16369
2161;963008;902201;17228
2162;963008;922008;19591
2163;963008;926206;18176
2164;963008;932601;18176
2165;963008;930907;18883
2166;963008;930305;18883
2167;963008;930108;18176
2168;963008;930004;18176
2169;963008;927800;17228
2170;963008;924408;18883
2171;963008;926403;18529
2172;963008;924501;18883
2173;963008;926102;18176
2174;963008;925701;17822
2175;963008;925400;18176
2176;963008;925100;18529
2177;963008;925006;18529
2178;963008;924906;18883
2179;966701;930907;21360
2180;963008;927105;17228
2181;966805;932809;21006
2182;967206;904404;16988
2183;967206;903401;17822
2184;967206;903204;18176
2185;967206;902201;19237
2186;966805;937906;19237
2187;966805;935807;19591
2188;966701;930108;21006
2189;966805;932902;21006
2190;967206;920708;22067
2191;966805;932705;21006
2192;966805;932601;21006
2193;966805;930907;21360
2194;966805;930305;21714
2195;966805;930108;21006
2196;966805;930004;21006
2197;966805;935703;19237
2198;967206;923800;21360
2199;967206;925400;20298
2200;967206;925100;20652
2201;967206;925006;20652
2202;967206;924906;21006
2203;967206;924605;21006
2204;967206;924501;21006
2205;967206;920002;22067
2206;967206;923903;21360
2207;967206;920203;22067
2208;967206;923706;21714
2209;967206;923509;21714
2210;967206;923104;22067
2211;967206;922703;22421
2212;967206;922008;22775
2213;967206;921202;22421
2214;966805;926403;20298
2215;967206;924408;21006
2216;966701;937906;19237
2217;966805;927800;19237
2218;966805;920708;22067
2219;966805;920203;21714
2220;966805;920002;21714
2221;966805;904404;16621
2222;966805;903401;17822
2223;966805;922008;22421
2224;966805;902201;18883
2225;966805;922703;22067
2226;966701;935807;19237
2227;966701;935703;19237
2228;966701;932902;21006
2229;966701;932809;21006
2230;966701;932705;21006
2231;966701;932601;21006
2232;968707;922703;21006
2233;966805;903204;17822
2234;966805;924605;20652
2235;966701;930305;21714
2236;966805;926206;19945
2237;966805;926102;19945
2238;966805;925701;19591
2239;966805;925400;19945
2240;966805;925100;20652
2241;966805;921202;22421
2242;966805;924906;20652
2243;966805;927105;19237
2244;966805;924501;20652
2245;966805;924408;20652
2246;966805;923903;21360
2247;966805;923800;21360
2248;966805;923706;21360
2249;966805;923509;21360
2250;966805;923104;22067
2251;966805;925006;20652
2252;971201;935703;17468
2253;972204;920203;22067
2254;972204;920002;21360
2255;972204;904404;16369
2256;972204;903401;17228
2257;972204;903204;17468
2258;972204;902201;18529
2259;971201;930108;18883
2260;971201;935807;17468
2261;972204;922008;21006
2262;971201;932902;18883
2263;971201;932809;18883
2264;971201;932705;18883
2265;971201;932601;18883
2266;971201;930907;19591
2267;968707;921202;21360
2268;971201;937906;17228
2269;972204;924408;20298
2270;972204;926102;19591
2271;972204;925701;19237
2272;972204;925400;19591
2273;972204;925100;19945
2274;972204;925006;19945
2275;972204;924906;20298
2276;972204;920708;21360
2277;972204;924501;20298
2278;972204;921202;21360
2279;972204;923903;20652
2280;972204;923800;20652
2281;972204;923706;20652
2282;972204;923509;21006
2283;972204;923104;20652
2284;972204;922703;20652
2285;971201;930004;18883
2286;972204;924605;20298
2287;971201;903204;16988
2288;971201;922703;19945
2289;971201;922008;20298
2290;971201;921202;20652
2291;971201;920708;20652
2292;971201;920203;21360
2293;971201;920002;20652
2294;971201;930305;19591
2295;971201;903401;16621
2296;971201;923706;19945
2297;971201;902201;17822
2298;971108;937906;17228
2299;971108;935807;17468
2300;971108;935703;17228
2301;971108;932902;18883
2302;971108;932809;18883
2303;971201;904404;15724
2304;971201;925006;19237
2305;971201;927800;17822
2306;971201;927105;17822
2307;971201;926403;19237
2308;971201;926206;18883
2309;971201;926102;18883
2310;971201;925701;18529
2311;971201;923104;19945
2312;971201;925100;19237
2313;971201;923509;20298
2314;971201;924906;19591
2315;971201;924605;19591
2316;971201;924501;19591
2317;971201;924408;19591
2318;971201;923903;19945
2319;971201;923800;19945
2320;972204;927105;18529
2321;971201;925400;18883
2322;972505;930108;19945
2323;972505;935807;18176
2324;972505;935703;18176
2325;972505;932902;19591
2326;972505;932809;19945
2327;972505;932705;19945
2328;972505;932601;19945
2329;972204;926206;19591
2330;972505;930305;20652
2331;972806;903204;17822
2332;972505;930004;19945
2333;972505;927800;18883
2334;972505;927105;18883
2335;972505;926403;20298
2336;972505;926206;19591
2337;972505;926102;19591
2338;972505;930907;20298
2339;972806;922008;21360
2340;972806;924501;20652
2341;972806;924408;20652
2342;972806;923903;21006
2343;972806;923800;21360
2344;972806;923706;21360
2345;972806;923509;21360
2346;972505;937906;17822
2347;972806;922703;21360
2348;972806;902201;18883
2349;972806;921202;21714
2350;972806;920708;22067
2351;972806;920203;22421
2352;972806;920002;21714
2353;972806;904404;16621
2354;972806;903401;17822
2355;972505;925100;20298
2356;972806;923104;21006
2357;972204;932705;19591
2358;972505;925701;19591
2359;972505;903204;17468
2360;972505;902201;18529
2361;972204;937906;17822
2362;972204;935807;18176
2363;972204;935703;18176
2364;972505;904404;16369
2365;972204;932809;19591
2366;972505;920002;21360
2367;972204;932601;19591
2368;972204;930907;20298
2369;972204;930305;20298
2370;972204;930108;19591
2371;972204;930004;19591
2372;972204;927800;18529
2373;971108;930907;19237
2374;972204;932902;19591
2375;972505;923706;21006
2376;972204;926403;19945
2377;972505;925006;20298
2378;972505;924906;20298
2379;972505;924605;20298
2380;972505;924501;20298
2381;972505;924408;20298
2382;972505;903401;17468
2383;972505;923800;21006
2384;972505;925400;19591
2385;972505;923509;21006
2386;972505;923104;20652
2387;972505;922703;21006
2388;972505;922008;21360
2389;972505;921202;21714
2390;972505;920708;21714
2391;972505;920203;22421
2392;972505;923903;21006
2393;970001;923706;19945
2394;970001;925100;19237
2395;970001;925006;19237
2396;970001;924906;19237
2397;970001;924605;19591
2398;970001;924501;19591
2399;970001;924408;19591
2400;970406;902201;17468
2401;970001;923800;19945
2402;970001;926102;18529
2403;970001;923509;19945
2404;970001;923104;19945
2405;970001;922703;19945
2406;970001;922008;20298
2407;970001;921202;20652
2408;970001;920708;20652
2409;970001;923903;19945
2410;970001;930305;19591
2411;971108;932705;18883
2412;970001;935807;17228
2413;970001;935703;17228
2414;970001;932902;18883
2415;970001;932809;18883
2416;970001;932705;18883
2417;970001;925400;18883
2418;970001;930907;19237
2419;970001;925701;18529
2420;970001;930108;18883
2421;970001;930004;18883
2422;970001;927800;17822
2423;970001;927105;17822
2424;970001;926403;19237
2425;970001;926206;18883
2426;970001;904404;15724
2427;970001;932601;18883
2428;968707;924501;19591
2429;970001;920203;21360
2430;968707;926102;18883
2431;968707;925701;18529
2432;968707;925400;18883
2433;968707;925100;19591
2434;968707;925006;19591
2435;968707;926403;19237
2436;968707;924605;19591
2437;968707;927105;18176
2438;968707;924408;19591
2439;968707;923903;20298
2440;968707;923800;20298
2441;968707;923706;20298
2442;968707;923509;20298
2443;968707;923104;21006
2444;980200;925006;22067
2445;968707;924906;19591
2446;968707;932809;19945
2447;970406;903204;16988
2448;970001;903401;16621
2449;970001;903204;16988
2450;970001;902201;17822
2451;968707;937906;18176
2452;968707;935807;18529
2453;968707;926206;18883
2454;968707;932902;19945
2455;970001;920002;20298
2456;968707;932705;19945
2457;968707;932601;19945
2458;968707;930907;20298
2459;968707;930305;20652
2460;968707;930108;19945
2461;968707;930004;19945
2462;968707;927800;18176
2463;968707;935703;18176
2464;971108;920203;21360
2465;971108;923800;19945
2466;971108;923706;19945
2467;971108;923509;20298
2468;971108;923104;19945
2469;971108;922703;19945
2470;971108;922008;20298
2471;970001;937906;17228
2472;971108;920708;20652
2473;971108;924501;19591
2474;971108;920002;20298
2475;971108;904404;15724
2476;971108;903401;16621
2477;971108;903204;16988
2478;971108;902201;17822
2479;970406;937906;17228
2480;971108;921202;20652
2481;971108;926102;18529
2482;968707;922008;21360
2483;971108;930305;19591
2484;971108;930108;18883
2485;971108;930004;18883
2486;971108;927800;17822
2487;971108;927105;17822
2488;971108;923903;19945
2489;971108;926206;18883
2490;971108;924408;19591
2491;971108;925701;18529
2492;971108;925400;18883
2493;971108;925100;19237
2494;971108;925006;19237
2495;971108;924906;19591
2496;971108;924605;19591
2497;970406;932902;18883
2498;971108;926403;19237
2499;970406;922703;19945
2500;970406;935807;17228
2501;970406;924501;19237
2502;970406;924408;19591
2503;970406;923903;19945
2504;970406;923800;19945
2505;970406;923706;19945
2506;970406;924906;19237
2507;970406;923104;19591
2508;970406;925006;19237
2509;970406;922008;20298
2510;970406;921202;20652
2511;970406;920708;20652
2512;970406;920203;21360
2513;970406;920002;20298
2514;970406;904404;15724
2515;970406;903401;16621
2516;970406;923509;19945
2517;970406;927800;17822
2518;971108;932601;18883
2519;970406;932809;18883
2520;970406;932705;18883
2521;970406;932601;18883
2522;970406;930907;19237
2523;970406;930305;19591
2524;970406;924605;19591
2525;970406;930004;18883
2526;970406;935703;17228
2527;970406;927105;17822
2528;970406;926403;19237
2529;970406;926206;18529
2530;970406;926102;18529
2531;970406;925701;18529
2532;970406;925400;18883
2533;970406;925100;19237
2534;970406;930108;18883
2535;988306;923903;22067
2536;988306;921202;22775
2537;985609;932601;22067
2538;988306;925100;21360
2539;988306;925006;21714
2540;988306;924906;21714
2541;988306;924605;21714
2542;985609;930305;22775
2543;988306;924408;21714
2544;985609;930108;22067
2545;988306;923800;22421
2546;988306;923706;22421
2547;988306;923509;22421
2548;988306;923104;22067
2549;988306;922703;22421
2550;985609;924408;22775
2551;988306;924501;21714
2552;985609;926206;22067
2553;989309;937906;19591
2554;985609;924605;22775
2555;985609;924906;22775
2556;985609;925006;22421
2557;985609;925100;22421
2558;985609;925400;22067
2559;985609;930907;22421
2560;985609;926102;21714
2561;988306;920708;23129
2562;985609;926403;22421
2563;985609;927105;21006
2564;985609;927800;21006
2565;985609;930004;22067
2566;988306;925701;20652
2567;988306;925400;21006
2568;985609;925701;21714
2569;986809;926403;21714
2570;988306;922008;22421
2571;986809;932601;21360
2572;986809;930907;21714
2573;986809;930305;22067
2574;986809;930108;21360
2575;986809;930004;21360
2576;986809;932809;21360
2577;986809;927105;20298
2578;986809;932902;21360
2579;986809;926206;21006
2580;986809;926102;21006
2581;986809;925701;21006
2582;986809;925400;21360
2583;986809;925100;21714
2584;986809;925006;21714
2585;986809;927800;20298
2586;985609;932902;22067
2587;988306;920203;23483
2588;988306;920002;22775
2589;988306;904404;17468
2590;988306;903401;18883
2591;988306;903204;18883
2592;988306;902201;19945
2593;986809;932705;21360
2594;985609;932809;22067
2595;985609;923903;23129
2596;985609;935703;20298
2597;985609;935807;20652
2598;985609;937906;20298
2599;986809;937906;19591
2600;986809;935807;19591
2601;986809;935703;19591
2602;985609;932705;22067
2603;989309;923706;22775
2604;989309;920203;23836
2605;989309;925006;22067
2606;989309;924906;22067
2607;989309;924605;22067
2608;989309;924501;22067
2609;989309;924408;22067
2610;989309;925400;21360
2611;989309;923800;22421
2612;989309;925701;21006
2613;989309;923509;22775
2614;989309;923104;22421
2615;989309;922703;22775
2616;989309;922008;22775
2617;989309;921202;23129
2618;985609;924501;22775
2619;989309;923903;22421
2620;989309;930108;21360
2621;989309;935807;19945
2622;989309;935703;19945
2623;989309;932902;21360
2624;989309;932809;21360
2625;989309;932705;21360
2626;989309;932601;21714
2627;989309;925100;21714
2628;989309;930305;22421
2629;989309;920002;23129
2630;989309;930004;21360
2631;989309;927800;20298
2632;989309;927105;20652
2633;989309;926403;21714
2634;989309;926206;21360
2635;989309;926102;21360
2636;989309;930907;22067
2637;985609;920203;24544
2638;989309;920708;23129
2639;988306;926206;21006
2640;988306;926102;21006
2641;985609;902201;21006
2642;985609;903204;19945
2643;985609;903401;19591
2644;988306;927105;20298
2645;985609;920002;23483
2646;988306;927800;19945
2647;985609;921202;23836
2648;985609;922703;23129
2649;985609;923104;23129
2650;985609;923509;23483
2651;985609;923706;23129
2652;985609;923800;23129
2653;985609;904404;18529
2654;988306;932809;21006
2655;989309;904404;17822
2656;989309;903401;19237
2657;989309;903204;19237
2658;989309;902201;20298
2659;988306;937906;19237
2660;988306;935807;19591
2661;988306;926403;21360
2662;988306;932902;21006
2663;986809;924501;21714
2664;988306;932705;21006
2665;988306;932601;21360
2666;988306;930907;21714
2667;988306;930305;22067
2668;988306;930108;21006
2669;988306;930004;21360
2670;988306;935703;19591
2671;985702;935807;20652
2672;985906;932705;22067
2673;985702;930305;22775
2674;985702;930907;22421
2675;985702;932601;22067
2676;985702;932705;22067
2677;985702;932809;22067
2678;985702;930004;22067
2679;985702;935703;20298
2680;985702;927800;21006
2681;985702;937906;20298
2682;985906;937906;20298
2683;985906;935807;20652
2684;985906;935703;20298
2685;985906;932902;22067
2686;986809;924906;21714
2687;985702;932902;22067
2688;985702;925100;22421
2689;985702;923706;23129
2690;985702;923800;23129
2691;985702;923903;23129
2692;985702;924408;22775
2693;985702;924501;22775
2694;985702;924605;22775
2695;985702;930108;22067
2696;985702;925006;22421
2697;985906;932601;22067
2698;985702;925400;22067
2699;985702;925701;21714
2700;985702;926102;21714
2701;985702;926206;22067
2702;985702;926403;22421
2703;985702;927105;21006
2704;985702;924906;22775
2705;985906;920708;23836
2706;985906;932809;22067
2707;985906;923800;23129
2708;985906;923706;23129
2709;985906;923509;23129
2710;985906;923104;23129
2711;985906;922703;23129
2712;985906;924408;22775
2713;985906;921202;23836
2714;985906;924501;22775
2715;985906;920203;24544
2716;985906;920002;23483
2717;985906;904404;18529
2718;985906;903401;19591
2719;985906;903204;19945
2720;985906;902201;21006
2721;985906;922008;23483
2722;985906;926102;21714
2723;985906;930907;22421
2724;985906;930305;22775
2725;985906;930108;22067
2726;985906;930004;22067
2727;985906;927800;21006
2728;985906;927105;21006
2729;985906;923903;23129
2730;985906;926206;22067
2731;985702;922703;23129
2732;985906;925701;21714
2733;985906;925400;22067
2734;985906;925100;22421
2735;985906;925006;22421
2736;985906;924906;22775
2737;985906;924605;22775
2738;985906;926403;22421
2739;986103;930907;22421
2740;985702;923509;23483
2741;986103;937906;20298
2742;986103;935807;20652
2743;986103;935703;20298
2744;986103;932902;22067
2745;986103;932809;22067
2746;986809;902201;19945
2747;986103;932601;22067
2748;986809;903204;19237
2749;986103;930305;22775
2750;986103;930108;22067
2751;985702;902201;21006
2752;985702;903204;19945
2753;985702;903401;19591
2754;986103;930004;22067
2755;986103;932705;22067
2756;986809;922008;22775
2757;985609;920708;23836
2758;986809;924408;22067
2759;986809;923903;22421
2760;986809;923800;22421
2761;986809;923706;22421
2762;986809;923509;22421
2763;980200;924605;22067
2764;986809;922703;22421
2765;986103;926403;22421
2766;986809;921202;23129
2767;986809;920708;23129
2768;986809;920203;23836
2769;986809;920002;22775
2770;986809;904404;17822
2771;986809;903401;18883
2772;986809;923104;22067
2773;985702;904404;18529
2774;986103;921202;23836
2775;986103;920708;23836
2776;986103;920203;24544
2777;986103;920002;23483
2778;986103;904404;18529
2779;986103;903401;19591
2780;986103;927800;21006
2781;986103;902201;21006
2782;986103;923104;23129
2783;985702;920002;23483
2784;985702;920203;24544
2785;985702;920708;23836
2786;985702;921202;23836
2787;985702;922008;23483
2788;986809;924605;22067
2789;986103;903204;19945
2790;986103;924605;22775
2791;985702;923104;23129
2792;986103;926206;22067
2793;986103;926102;21714
2794;986103;925701;21714
2795;986103;925400;22067
2796;986103;925100;22421
2797;986103;922008;23483
2798;986103;924906;22775
2799;986103;922703;23129
2800;986103;924501;22775
2801;986103;924408;22775
2802;986103;923903;23129
2803;986103;923800;23129
2804;986103;923706;23129
2805;986103;923509;23129
2806;986103;927105;21006
2807;986103;925006;22421
2808;990700;925400;23873
2809;990700;932601;24581
2810;993304;925701;20325
2811;993304;925400;20679
2812;993304;925100;21033
2813;993304;925006;21033
2814;993304;924906;21033
2815;993304;924605;21387
2816;993304;924501;21033
2817;990700;924501;24227
2818;990700;924906;24227
2819;993304;926206;20325
2820;990700;925100;24227
2821;993304;926403;21033
2822;990700;925701;23519
2823;990700;926102;23519
2824;990700;926206;23519
2825;990700;926403;24227
2826;990700;927105;22812
2827;990700;927800;22812
2828;990700;930004;24581
2829;990700;930108;24581
2830;990700;930305;25288
2831;993304;937906;19618
2832;990700;925006;24227
2833;990700;922008;25996
2834;993304;935807;19972
2835;993304;935703;19972
2836;993304;932902;21387
2837;993304;932809;21387
2838;993304;932705;21387
2839;993304;932601;21387
2840;993304;930907;22094
2841;993304;930305;22094
2842;990700;920002;25288
2843;990700;920203;25642
2844;993304;926102;20325
2845;990700;921202;25996
2846;990700;932705;24581
2847;990700;922703;25642
2848;990700;923104;25642
2849;990700;923509;24935
2850;990700;923706;24935
2851;990700;923800;24935
2852;990700;923903;24935
2853;993304;930108;21387
2854;993304;930004;21387
2855;993304;927800;19618
2856;993304;927105;19618
2857;990700;920708;25642
2858;984700;922703;23129
2859;990700;930907;25288
2860;984700;925100;22421
2861;984700;925006;22421
2862;984700;924906;22421
2863;984700;924605;22775
2864;984700;924501;22421
2865;984700;924408;22775
2866;984700;923903;23129
2867;984700;923800;23129
2868;984700;923706;23129
2869;993304;902201;19264
2870;984700;923104;22775
2871;993304;903204;18556
2872;984700;922008;23483
2873;984700;921202;23836
2874;984700;920708;23836
2875;984700;920203;24544
2876;984700;920002;23483
2877;984700;904404;18529
2878;984700;903401;19591
2879;984700;903204;19945
2880;984700;902201;20652
2881;985609;922008;23483
2882;984700;923509;23129
2883;984700;926403;22421
2884;990700;932809;24581
2885;990700;932902;24581
2886;990700;935703;23166
2887;990700;935807;23166
2888;990700;937906;22812
2889;993304;924408;21387
2890;993304;923903;21741
2891;993304;923800;21741
2892;993304;923706;21741
2893;993304;923509;21741
2894;984700;925400;22067
2895;993304;922703;22448
2896;990700;924408;24581
2897;984700;926206;21714
2898;984700;926102;21714
2899;984700;925701;21714
2900;993304;922008;22802
2901;993304;921202;22802
2902;993304;920708;22448
2903;993304;920203;22448
2904;993304;920002;22094
2905;993304;904404;17255
2906;993304;903401;18203
2907;993304;923104;22448
2908;984700;930907;22421
2909;990700;903401;21397
2910;990700;904404;20449
2911;984700;927105;21006
2912;984700;927800;21006
2913;984700;930004;22067
2914;984700;930305;22775
2915;984700;932601;22067
2916;990700;903204;21750
2917;990700;902201;22458
2918;984700;932705;22067
2919;984700;932809;22067
2920;984700;932902;22067
2921;984700;935807;20298
2922;984700;937906;20298
2923;984700;935703;20298
2924;990700;924605;24581
2925;984700;930108;22067
2926;247206;270306;8599
2927;247206;274608;9698
2928;247206;267801;7461
2929;247206;271205;8990
2930;242005;270804;8194
2931;242005;270306;8599
2932;247206;270804;8194
2933;247206;272903;10909
2934;247206;264108;4626
2935;247206;273605;8599
2936;247206;257301;7461
2937;247206;275403;10417
2938;247206;275704;8990
2939;242005;267801;7866
2940;247403;240809;5541
2941;247403;255409;6413
2942;247403;255607;6716
2943;247403;255804;7120
2944;247206;273107;10909
2945;242005;275403;11289
2946;255409;271205;5254
2947;255409;270804;4967
2948;255409;270306;4626
2949;255409;267801;5541
2950;255409;264108;9306
2951;255409;261203;8599
2952;255409;257602;1924
2953;255409;257301;1679
2954;255409;255804;832
2955;255409;255607;232
2956;247206;261203;4012
2957;255409;240809;9306
2958;247403;257301;7120
2959;242005;274608;10417
2960;242005;273605;8990
2961;242005;273107;10909
2962;242005;272903;10909
2963;242005;271205;8990
2964;247206;240809;4967
2965;247206;255409;7120
2966;247206;255607;7120
2967;247206;255804;7461
2968;247403;267801;8194
2969;247206;257602;7866
2970;255409;255409;27
2971;254708;274608;4312
2972;247403;261203;4626
2973;248105;270804;8599
2974;248105;271205;8990
2975;248105;272903;11289
2976;248105;273107;11289
2977;248105;273605;8599
2978;248105;274608;7866
2979;248105;275403;8990
2980;248105;275704;7120
2981;248105;267801;7866
2982;254708;275403;5254
2983;248105;264108;4967
2984;242005;255409;9698
2985;254708;273605;5254
2986;254708;273107;8194
2987;254708;272903;8194
2988;242005;240809;2361
2989;254708;271205;6109
2990;254708;270804;5541
2991;254708;270306;5541
2992;254708;267801;6109
2993;254708;264108;8599
2994;254708;275704;3221
2995;242005;257602;10417
2996;247403;264108;5254
2997;255409;273605;4312
2998;247403;270804;8599
2999;247403;272903;11289
3000;247403;273107;11289
3001;247403;273605;9306
3002;247403;274608;9306
3003;247403;275403;10001
3004;247403;275704;8194
3005;248105;270306;8599
3006;242005;261203;4012
3007;247403;257602;7461
3008;248105;240809;5254
3009;248105;255409;5254
3010;248105;255607;5254
3011;248105;255804;5857
3012;248105;257301;5857
3013;248105;257602;6109
3014;248105;261203;4312
3015;242005;257301;10417
3016;242005;255804;10417
3017;242005;255607;10001
3018;242005;264108;3425
3019;242607;273107;10417
3020;242607;261203;3002
3021;242607;264108;2361
3022;242607;267801;6716
3023;242306;274608;10001
3024;242306;273605;8194
3025;242306;273107;10417
3026;242306;272903;10417
3027;242607;270306;7866
3028;242607;270804;7461
3029;243607;240809;1228
3030;242607;272903;10417
3031;242607;255804;10909
3032;242607;273605;7866
3033;242607;274608;9698
3034;242607;275403;10417
3035;242306;271205;8599
3036;242306;270804;7866
3037;242306;270306;8194
3038;242607;275704;9306
3039;242306;267801;7120
3040;242306;264108;2798
3041;255409;272903;7461
3042;242607;271205;8194
3043;255503;255409;109
3044;255503;270804;4967
3045;255503;270306;4626
3046;255503;267801;5541
3047;255503;264108;9306
3048;255503;261203;8599
3049;255503;257602;1924
3050;255503;257301;1679
3051;255503;255804;710
3052;255503;255607;164
3053;255503;272903;7461
3054;242607;257602;10909
3055;255503;273605;4312
3056;242607;257301;10909
3057;255503;240809;9698
3058;255503;274608;3698
3059;255503;275403;4626
3060;255503;275704;2593
3061;242306;275704;9698
3062;242306;275403;10909
3063;242607;240809;1419
3064;242607;255409;10001
3065;242607;255607;10417
3066;243607;255409;8599
3067;255503;273107;7461
3068;244208;271205;6716
3069;244208;255804;8194
3070;244208;257301;8194
3071;242306;255409;9698
3072;242306;240809;1924
3073;242005;275704;10417
3074;244208;257602;8194
3075;244208;261203;1419
3076;244208;264108;2156
3077;244208;267801;5541
3078;242306;261203;3425
3079;244208;270804;6109
3080;254708;261203;7866
3081;244208;272903;8990
3082;244208;273107;8990
3083;244208;273605;6716
3084;244208;274608;8194
3085;244208;275403;9306
3086;244208;275704;8194
3087;255409;275704;2361
3088;255409;275403;4312
3089;255409;274608;3425
3090;255503;271205;5254
3091;244208;270306;6413
3092;243607;273605;7866
3093;243607;255607;8599
3094;243607;255804;9306
3095;243607;257301;9306
3096;243607;257602;9306
3097;243607;261203;2798
3098;243607;264108;3002
3099;243607;267801;6716
3100;243607;270306;7461
3101;243607;270804;7120
3102;243607;271205;7866
3103;244208;255607;7866
3104;243607;273107;10001
3105;244208;255409;7461
3106;243607;274608;9306
3107;243607;275403;10417
3108;243607;275704;9306
3109;242306;257602;10417
3110;242306;257301;10417
3111;242306;255804;10417
3112;244208;240809;2593
3113;248302;257602;6413
3114;242306;255607;10001
3115;255409;273107;7461
3116;243607;272903;10001
3117;250707;257301;4626
3118;250209;270306;7866
3119;250209;270804;8194
3120;250209;271205;8599
3121;250209;272903;10417
3122;250209;273107;10417
3123;250209;273605;7461
3124;250209;274608;6716
3125;250209;275403;7866
3126;250209;275704;5857
3127;250707;240809;6413
3128;250707;255409;4012
3129;248302;255804;6109
3130;250707;255804;4626
3131;253207;255409;3698
3132;250707;257602;4967
3133;250707;261203;5541
3134;250707;264108;6109
3135;250707;267801;8599
3136;250707;270306;7866
3137;250707;270804;7866
3138;250707;271205;8599
3139;250707;272903;10417
3140;250707;273107;10417
3141;250707;273605;7461
3142;250707;274608;6716
3143;250707;255607;4012
3144;253207;273107;10417
3145;250001;275704;5857
3146;250209;240809;6413
3147;250209;255409;4012
3148;250209;255607;4312
3149;250209;255804;4626
3150;250209;257301;4626
3151;250209;257602;4967
3152;250209;261203;5541
3153;250209;264108;6109
3154;253207;275704;5541
3155;253207;275403;7461
3156;250209;267801;8599
3157;253207;273605;7461
3158;253207;240809;6716
3159;253207;272903;10417
3160;253207;271205;8194
3161;253207;270804;7866
3162;253207;270306;7461
3163;253207;267801;8194
3164;253207;264108;6413
3165;253207;261203;5857
3166;253207;257602;4626
3167;253207;257301;4312
3168;253207;255804;4312
3169;253207;255607;3698
3170;250904;240809;6413
3171;253207;274608;6716
3172;253103;255409;3698
3173;250707;275403;7866
3174;253103;273107;10417
3175;253103;272903;10417
3176;253103;271205;8194
3177;253103;270804;7866
3178;253103;270306;7866
3179;253103;267801;8194
3180;253103;264108;6109
3181;253103;261203;5857
3182;253103;257602;4626
3183;253103;257301;4312
3184;253103;274608;6716
3185;253103;255607;4012
3186;253103;275403;7461
3187;253103;240809;6716
3188;251004;264108;6109
3189;251004;267801;8599
3190;251004;270306;7866
3191;251004;270804;7866
3192;251004;271205;8194
3193;251004;272903;10417
3194;251004;273107;10417
3195;251004;273605;7461
3196;251004;274608;6716
3197;251004;275403;7461
3198;251004;275704;5857
3199;253103;255804;4312
3200;250904;273107;10417
3201;250001;273605;7461
3202;250904;255409;3698
3203;250904;255607;4012
3204;250904;255804;4626
3205;250904;257301;4626
3206;250904;257602;4626
3207;250904;261203;5541
3208;250904;264108;6109
3209;250904;267801;8599
3210;250904;270306;7866
3211;250904;270804;7866
3212;253103;273605;7461
3213;250904;272903;10417
3214;250707;275704;5857
3215;250904;273605;7461
3216;250904;274608;6716
3217;250904;275403;7461
3218;250904;275704;5857
3219;251004;240809;6413
3220;251004;255409;3698
3221;251004;255607;4012
3222;251004;255804;4312
3223;251004;257301;4312
3224;251004;257602;4626
3225;251004;261203;5541
3226;253103;275704;5541
3227;250904;271205;8194
3228;254002;275403;6109
3229;254002;255804;2798
3230;248504;264108;5857
3231;248504;267801;8990
3232;248504;270306;9698
3233;248504;270804;9306
3234;248504;271205;10001
3235;248504;272903;11920
3236;248504;273107;11920
3237;248504;273605;9698
3238;248504;274608;8990
3239;248504;275403;9698
3240;248504;257602;7120
3241;254002;275704;4312
3242;248504;257301;6716
3243;254002;274608;5254
3244;254002;273605;6109
3245;254002;273107;8990
3246;254002;272903;8990
3247;254002;271205;6716
3248;254002;270804;6413
3249;254002;270306;6413
3250;254002;267801;7120
3251;254002;264108;7461
3252;254002;261203;7120
3253;254002;257602;3002
3254;250001;275403;7866
3255;248504;275704;7866
3256;248302;270306;9306
3257;254708;257301;1924
3258;254708;255804;1679
3259;254708;255607;1228
3260;254708;255409;969
3261;254708;240809;8990
3262;248302;240809;5857
3263;248302;255409;5541
3264;248302;255607;5857
3265;248302;257301;6413
3266;247403;270306;8990
3267;248302;261203;4967
3268;248504;261203;5254
3269;248302;267801;8194
3270;254002;255607;2361
3271;248302;270804;8990
3272;248302;271205;9698
3273;248302;272903;11769
3274;248302;273107;11769
3275;248302;273605;9306
3276;248302;274608;8599
3277;248302;275403;9306
3278;248302;275704;7461
3279;248504;240809;6109
3280;248504;255409;6109
3281;248504;255607;6413
3282;248504;255804;6716
3283;248302;264108;5254
3284;250001;255607;4012
3285;254002;257301;2798
3286;249004;267801;8599
3287;249004;270306;8194
3288;249004;270804;8194
3289;249004;271205;8599
3290;249004;272903;10909
3291;249004;273107;10909
3292;249004;273605;7866
3293;249004;274608;7120
3294;249004;275403;7866
3295;249004;275704;6109
3296;249004;261203;5254
3297;250001;255409;4012
3298;249004;257602;5254
3299;250001;255804;4626
3300;250001;257301;4626
3301;250001;257602;4967
3302;250001;261203;5541
3303;250001;264108;6109
3304;250001;267801;8599
3305;250001;270306;7866
3306;250001;270804;8194
3307;250001;271205;8599
3308;250001;272903;10417
